PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT,ADDITONAL ANCESTRY DESCRIPTION
27117709,Couch FJ,European,NR,"Finland, Sweden, U.S., Poland, Australia, Italy, Netherlands, Greece, Canada, Belgium, Germany, U.K., Spain, Belarus, France, Republic of Ireland, Norway, Denmark",
27114598,Liu C,"NR, European, Hispanic or Latin American, African unspecified, Asian unspecified",NR,U.S.,
27114598,Liu C,European,NR,U.S.,
27114598,NA,African unspecified,NR,U.S.,
27114598,Liu C,Hispanic or Latin American,NR,U.S.,
27114598,Liu C,NA,NR,U.S.,
27114598,Liu C,NR,NR,U.S.,
27106561,Cornelis MC,European,NR,U.S.,
27098658,NA,European,NR,Germany,
27197191,Fehringer G,NA,NR,NR,
27197191,NA,European,NA,NR,
28459102,Zhang S,European,NR,U.S.,
27089181,NA,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Italy, Netherlands, Germany, U.K., Croatia, Switzerland, Estonia, Austria, Denmark",
27089181,Okbay A,European,NR,U.K.,
27089181,Okbay A,European,NR,NR,
27089181,Okbay A,European,NR,NR,
27207650,Schmit SL,Hispanic or Latin American,NA,"U.S., Mexico",
27089181,Okbay A,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Italy, Netherlands, Germany, U.K., Croatia, Switzerland, Estonia, Austria, Denmark",
27089181,Okbay A,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Italy, Netherlands, Germany, U.K., Croatia, Switzerland, Estonia, Austria, Denmark",
27094239,Joshi AD,European,NR,"U.S., Netherlands, Germany",
27094239,Joshi AD,NA,NR,"U.S., Germany, Denmark",
27094239,Joshi AD,African American or Afro-Caribbean,NR,U.S.,
27094239,Joshi AD,Hispanic or Latin American,NR,U.S.,
27082954,Ward-Caviness CK,European,NR,U.S.,NA
27082954,Ward-Caviness CK,African American or Afro-Caribbean,NR,U.S.,
27067015,Smith DJ,NR,NR,NA,
27067015,Smith DJ,European,NA,NA,
27207532,Roshandel D,NA,NR,U.S.,
27064253,Zhou W,European,NR,NR,
27064253,Zhou W,African unspecified,NR,NR,
27064253,Zhou W,NR,NR,NR,
27060151,Magrangeas F,European,NR,France,
27060151,Magrangeas F,European,NR,"Netherlands, Germany",
27068588,Chauhan G,European,NR,"Finland, Sweden, U.S., Netherlands, Germany, France",
27068588,Chauhan G,European,NR,U.S.,
27068588,Chauhan G,"European, Hispanic or Latin American, African unspecified",NR,U.S.,
27018472,Leslie EJ,European,NR,"U.S., Turkey, Hungary, Denmark, Spain",NA
27018472,Leslie EJ,Hispanic or Latin American,NR,"Guatemala, U.S., Colombia, Argentina, Puerto Rico",
27018472,Leslie EJ,NA,NR,"China, Philippines",
27018472,Leslie EJ,South East Asian,NR,India,
27018472,Leslie EJ,Sub-Saharan African,NR,"Ethiopia, Nigeria",
27018472,Leslie EJ,NA,NA,U.S.,
27018472,Leslie EJ,African unspecified,NR,Hungary,
27018472,Leslie EJ,NR,NR,NR,
27018472,Leslie EJ,European,NR,"U.S., Denmark, Norway",
27018472,Leslie EJ,European,NR,"U.S., Turkey, Hungary, Denmark, Spain",
27018472,Leslie EJ,Hispanic or Latin American,NR,"Guatemala, U.S., Colombia, Argentina, Puerto Rico",
27018472,Leslie EJ,East Asian,NR,"China, Philippines",
27018472,Leslie EJ,South East Asian,NR,India,
27018472,Leslie EJ,Sub-Saharan African,NR,NA,
27018472,Leslie EJ,European,NR,NA,
27018472,Leslie EJ,Hispanic or Latin American,NR,"U.S., Colombia, Argentina, Puerto Rico, Guatemala",
27018472,Leslie EJ,East Asian,NR,"China, Philippines",NA
27018472,NA,South East Asian,NA,India,
27018472,Leslie EJ,Sub-Saharan African,NA,"Ethiopia, Nigeria",
27018472,Leslie EJ,African American or Afro-Caribbean,NR,U.S.,
27018472,Leslie EJ,NA,NR,Hungary,
27018472,Leslie EJ,NR,NR,NR,
27018472,Leslie EJ,European,NR,"U.S., Denmark, Norway",
27068588,Chauhan G,European,NR,"Finland, Sweden, U.S., Netherlands, Germany, France",
27068588,Chauhan G,European,NR,U.S.,
27068588,Chauhan G,European,NR,"Sweden, U.S., Netherlands, France",
27068588,Chauhan G,European,NR,U.S.,
27068588,Chauhan G,"European, Hispanic or Latin American, African unspecified",NR,"U.S., NR",
27068588,Chauhan G,European,NR,"Sweden, U.S., Netherlands, France",
27068588,Chauhan G,European,NR,"U.S., NR",
27068588,Chauhan G,"European, Hispanic or Latin American, African unspecified",NA,"U.S., NR",
27046643,Davies G,European,NR,U.K.,
27046643,Davies G,European,NR,U.K.,
27043157,Keers R,NR,NR,U.K.,
27046643,NA,European,NR,U.K.,
27046643,Davies G,European,NA,U.K.,NA
27064256,Khor CC,East Asian,NR,"Viet Nam, Republic of Korea, Myanmar, Malaysia, Singapore, China, Philippines, Indonesia, Thailand, Japan, China, Hong Kong SAR",
27064256,Khor CC,South Asian,NR,India,NA
27064256,Khor CC,European,NR,"Brazil, Peru, U.K.",NA
27064256,Khor CC,NA,Italy,"U.S., Poland, Australia, Italy",
27064256,NA,Asian unspecified,NR,Nepal,
27064256,Khor CC,East Asian,NR,"Viet Nam, Singapore, China, Japan, China, Hong Kong SAR",
27064256,Khor CC,South Asian,NA,"India, Pakistan",
27064256,Khor CC,"Greater Middle Eastern (Middle Eastern, North African or Persian)",Saudi Arabia,Saudi Arabia,
27064256,Khor CC,Hispanic or Latin American,NR,Mexico,NA
27036123,van Leeuwen EM,European,NR,"U.S., Iceland, Netherlands, U.K., Croatia",
27036123,van Leeuwen EM,European,NR,NA,
27036123,van Leeuwen EM,South Asian,NR,U.K.,
27036123,van Leeuwen EM,African American or Afro-Caribbean,NR,"U.S., Jamaica",
27036123,van Leeuwen EM,East Asian,NR,U.S.,
27036123,van Leeuwen EM,NA,NR,U.S.,
27036123,van Leeuwen EM,NA,NR,U.S.,
27036123,van Leeuwen EM,European,NR,"U.S., Iceland, Netherlands, U.K., Croatia",
27036123,van Leeuwen EM,NA,NA,"Finland, U.S., Netherlands, U.K.",
27036123,NA,Hispanic or Latin American,NR,U.S.,
27036123,van Leeuwen EM,NA,NR,U.S.,NA
27036123,van Leeuwen EM,East Asian,NR,U.S.,
27036123,van Leeuwen EM,African American or Afro-Caribbean,NA,"U.S., Jamaica",
27036123,van Leeuwen EM,South Asian,NA,U.K.,
27036123,van Leeuwen EM,European,NR,NA,
27036123,van Leeuwen EM,"African American or Afro-Caribbean, South Asian, European",NR,NA,
27036123,NA,East Asian,NR,U.S.,
27036123,van Leeuwen EM,African American or Afro-Caribbean,NR,U.S.,
27036123,van Leeuwen EM,Hispanic or Latin American,NR,U.S.,
27036123,van Leeuwen EM,African American or Afro-Caribbean,NR,"U.S., Jamaica",
27036123,van Leeuwen EM,South Asian,NR,U.K.,
27036123,van Leeuwen EM,European,NR,"U.S., Iceland, Netherlands, U.K., Croatia",
27036123,van Leeuwen EM,European,NR,"Finland, U.S., Netherlands, U.K.",NA
27036123,van Leeuwen EM,Hispanic or Latin American,NR,U.S.,
27036123,van Leeuwen EM,African American or Afro-Caribbean,NR,U.S.,
27036123,van Leeuwen EM,East Asian,NR,U.S.,
27036123,van Leeuwen EM,African American or Afro-Caribbean,NR,"U.S., Jamaica",
27036123,NA,NA,NR,U.K.,
27029810,Joshi PK,European,NA,NA,
27029810,Joshi PK,European,NR,NA,
27029810,Joshi PK,African unspecified,NR,U.K.,
27029810,Joshi PK,African American or Afro-Caribbean,NR,U.K.,
27029810,Joshi PK,South Asian,NR,U.K.,
27029810,Joshi PK,NA,NR,U.K.,
27028160,Sherva R,African American or Afro-Caribbean,NR,U.S.,
27028160,Sherva R,European,NR,U.S.,
27028160,Sherva R,NA,NR,Australia,NA
27020472,Fan Q,European,NR,"Finland, U.S., Australia, Italy, Netherlands, Germany, U.K., Croatia, Estonia, France",NA
27020472,Fan Q,East Asian,NR,"Singapore, China, Japan",NA
27020472,Fan Q,South East Asian,NR,Singapore,
27020472,Fan Q,South Asian,NR,Singapore,
27206850,Wang M,East Asian,NR,China,
27206850,Wang M,East Asian,NR,China,
27023328,Kulkarni D,European,NR,NR,
27021288,NA,NR,NR,NR,
27023175,Stringer S,European,NA,"Finland, U.S., Australia, Netherlands, U.K., Spain, Estonia",
27023175,Stringer S,African American or Afro-Caribbean,NR,U.S.,
27023175,Stringer S,European,NR,"Netherlands, Canada, U.K.",
27021820,Roostaei T,European,NR,U.S.,
27021820,Roostaei T,European,NR,NR,
27021288,Brevik EJ,European,NR,"Germany, Spain, Norway",
27022141,Liu L,African American or Afro-Caribbean,NR,NR,
27016271,Kornilov SA,NR,NA,Russian Federation,
27016271,Kornilov SA,NR,NR,Russian Federation,
27016271,Kornilov SA,NR,NA,Russian Federation,
27015805,Pilling LC,European,NR,U.K.,
27015805,Pilling LC,NR,NR,NR,
27015805,Pilling LC,European,NR,NA,
27015805,Pilling LC,European,NR,NA,
27015805,Pilling LC,NA,NR,U.K.,
27008869,Chen MM,NA,NR,"U.S., Poland, Australia, U.K.",
27005778,Kettunen J,European,NR,"Finland, Netherlands, Germany, Estonia",NA
27005778,Kettunen J,European,NR,"Finland, Netherlands, Germany, Estonia",
27005778,NA,European,NR,"Finland, Netherlands, Germany, Estonia",
27047539,Fridley BL,NR,NR,U.S.,
27005419,Borne Y,NR,NR,Sweden,
27047539,NA,NR,NR,U.S.,
27047539,Fridley BL,NR,NR,U.S.,
27047539,NA,NR,NR,U.S.,
27047539,Fridley BL,NR,NR,U.S.,
27047539,Fridley BL,NR,NR,U.S.,
27005825,Finkel TH,European,NR,U.S.,NA
27005825,Finkel TH,European,NR,"U.S., Australia, Norway",
27005419,Borne Y,NR,NR,Sweden,
27001270,NA,South Asian,NA,India,
27001270,Vishal M,South Asian,NR,NA,
26997408,Demirkan A,European,NR,"Finland, Sweden, Italy, Netherlands, Germany",
26997408,Demirkan A,NA,NR,NA,NA
26997408,Demirkan A,European,NA,"Finland, Sweden, Italy, Netherlands, Germany",
26997408,NA,European,NR,NA,
26997408,Demirkan A,European,NR,"Finland, Sweden, Italy, Netherlands, Germany",
26997408,Demirkan A,European,NR,"Finland, U.S.",
27001664,Yoo J,NA,NA,Republic of Korea,
27001664,NA,East Asian,NR,Republic of Korea,
26989097,Coleman JR,European,NA,"U.S., Australia, Netherlands, Germany, U.K., Switzerland, Norway, Denmark",
26989097,Coleman JR,"NR, African unspecified, East Asian",NR,"Netherlands Antilles, U.S., Australia, Netherlands, Germany, U.K., Switzerland, Norway, Denmark",
26977737,Cade BE,Hispanic or Latin American,NR,NA,
26977737,NA,NA,NR,U.S.,
26977737,Cade BE,NA,NR,U.S.,
26977737,Cade BE,European,NR,U.S.,NA
26977737,Cade BE,Hispanic or Latin American,NR,U.S.,
26977737,Cade BE,Asian unspecified,NR,U.S.,
26977737,Cade BE,African American or Afro-Caribbean,NR,U.S.,
26977737,Cade BE,European,NR,U.S.,
26977737,Cade BE,Hispanic or Latin American,NR,U.S.,
26977737,Cade BE,Asian unspecified,NR,U.S.,
26977737,Cade BE,African American or Afro-Caribbean,NR,U.S.,
26977737,Cade BE,European,NR,U.S.,
26993346,Schott JM,NR,NR,"U.S., Australia, Italy, Netherlands, Germany, U.K., Spain, France",
26980576,Kim K,NA,NA,Republic of Korea,
26974007,Ellinghaus D,European,NR,"U.S., Australia, New Zealand, Austria, Belgium, France, Germany, Netherlands, Poland, Slovakia, Denmark, Estonia, Finland, Republic of Ireland, Lithuania, Norway, Sweden, U.K., Greece, Italy, Portugal, Spain, Canada",
26969751,Parmar PG,European,NR,"Finland, Australia, Netherlands, Germany, U.K., Spain, NR",
26969751,Parmar PG,European,NR,"Finland, Australia, Netherlands, Germany, U.K., Spain, NR",
26961502,Wood AR,NA,NR,NR,
26961502,NA,European,NR,NR,
26959717,Nicoletti P,European,NA,"Germany, NR",
26955885,Lane JM,European,NR,U.K.,
26959369,Haiman CA,Oceanian,NR,U.S.,
26959369,Haiman CA,African American or Afro-Caribbean,NR,U.S.,
26959369,Haiman CA,European,NR,U.S.,
26959369,Haiman CA,Hispanic or Latin American,NA,U.S.,
26959369,Haiman CA,East Asian,NR,U.S.,
26956414,Berndt SI,European,NR,"Finland, Sweden, U.S., Australia, Italy, Netherlands, Greece, Canada, Germany, U.K., Spain, France, Norway, Denmark",
26956414,Berndt SI,"NR, European",NA,"U.S., Spain",
26955885,Lane JM,European,NR,U.K.,
26965164,Hanchard NA,NA,NR,U.S.,
26965164,Hanchard NA,NA,NR,U.S.,
26962152,Offenbacher S,European,NR,NA,
26965516,Zeng C,East Asian,NR,"Republic of Korea, China, Japan",
26965516,Zeng C,East Asian,NR,"Republic of Korea, China, Japan",
26950853,Dehghan A,European,NR,"U.S., Iceland, Netherlands",
26950853,Dehghan A,European,NR,"Finland, Sweden, U.S., Netherlands, Germany, U.K., France, Republic of Ireland",
26950853,Dehghan A,African American or Afro-Caribbean,NR,U.S.,
26950853,Dehghan A,European,NR,"U.S., Iceland, Netherlands",
26950853,Dehghan A,European,NR,"Finland, Sweden, U.S., Netherlands, Germany, U.K., France, Republic of Ireland",
26926045,Adhikari K,Hispanic or Latin American,NR,"Brazil, Colombia, Chile, Peru, Mexico",
26926045,Adhikari K,Hispanic or Latin American,NR,"Brazil, Colombia, Chile, Peru, Mexico",NA
26926045,Adhikari K,Hispanic or Latin American,NR,"Brazil, Colombia, Chile, Peru, Mexico",
26926045,Adhikari K,Hispanic or Latin American,NR,"Brazil, Colombia, Chile, Peru, Mexico",
26926045,Adhikari K,Hispanic or Latin American,NR,"Mexico, Brazil, Chile, Colombia, Peru",
26926045,Adhikari K,NA,NR,"Mexico, Brazil, Chile, Colombia, Peru",
26926045,Adhikari K,Hispanic or Latin American,NR,"Mexico, Brazil, Chile, Colombia, Peru",
26921259,Baurley JW,African American or Afro-Caribbean,NR,U.S.,
26921259,Baurley JW,Asian unspecified,NR,U.S.,
26921259,Baurley JW,European,NA,U.S.,
26912274,Zeng Y,East Asian,NR,China,
26911590,Mullin BH,European,NR,U.K.,
26911590,Mullin BH,European,NR,U.K.,
26911590,Mullin BH,European,NR,U.K.,
26911590,Mullin BH,European,NR,U.K.,
26911590,Mullin BH,European,NR,U.K.,
26911590,Mullin BH,European,NR,U.K.,
26910538,Choi SH,European,NR,"Sweden, Iceland, Italy, NR",NA
26910538,Choi SH,European,NR,"Germany, NR, France",
26902266,Giri AK,South Asian,NR,NA,
26902266,Giri AK,South Asian,NR,India,
26915486,NA,NR,NR,U.S.,
26913989,NA,European,NR,"Australia, NR",
26891255,Jung ES,East Asian,NR,Republic of Korea,
26891255,Jung ES,East Asian,NR,NR,
26888256,Hernandez W,African American or Afro-Caribbean,NR,U.S.,
26888256,Hernandez W,African American or Afro-Caribbean,NA,U.S.,
26879886,Wakil SM,NA,NR,NR,
26879886,Wakil SM,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,NR,
26908436,Siiskonen SJ,European,NR,"U.S., Netherlands",
26908436,Siiskonen SJ,European,NR,U.S.,
26876947,Saito T,East Asian,NR,"Japan, NR",
26908601,Hinds DA,European,NR,NR,
26859814,den Braber A,NR,NR,Netherlands,
26856250,Sacchetti E,European,Italy,Italy,NA
26853712,Zhang YB,East Asian,NR,China,
26853712,Zhang YB,East Asian,NR,NA,
26861389,D'Adamo CR,European,NR,U.S.,
27333618,Sekula P,European,NR,NR,
27333618,Sekula P,European,NR,NR,
26830138,Herold C,European,NR,NR,
26835600,Hu Y,European,NR,NR,
26835600,NA,European,NR,NR,
26833098,Kilpelainen TO,European,NA,NR,
26833098,Kilpelainen TO,European,NR,NR,NA
26708285,Wakil SM,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Saudi Arabia,
26708285,Wakil SM,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Saudi Arabia,
26708285,Wakil SM,NA,NR,Saudi Arabia,
26708285,NA,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Saudi Arabia,
26833246,Lu Y,European,NR,NR,
26833246,NA,European,NR,NR,
26833246,Lu Y,East Asian,NR,NR,
26833246,Lu Y,South Asian,NR,NR,
26833246,Lu Y,African American or Afro-Caribbean,NR,NR,
26833246,Lu Y,African American or Afro-Caribbean,NR,NR,
26833182,Ware JJ,European,NA,NA,
26833182,Ware JJ,NA,NR,Finland,NA
26833098,Kilpelainen TO,European,NR,NR,
26833098,Kilpelainen TO,European,NA,NR,
26840454,French JD,European,NR,"U.S., NR",NA
26840454,NA,European,NR,"U.S., NR",
26822151,Hartiala JA,NR,NA,NR,
26822151,Hartiala JA,NR,NR,NR,
26824906,Rankinen T,East Asian,NR,Japan,
26824906,Rankinen T,European,NR,"Finland, Poland, Australia, Russian Federation, Germany, Spain",
26824906,Rankinen T,NA,NR,"Kenya, Ethiopia",
26824906,Rankinen T,East Asian,NR,Japan,
26824906,Rankinen T,NR,NR,"U.S., Canada",
26829030,Asgari MM,European,NR,U.S.,NA
26829030,Asgari MM,NA,NA,U.S.,
26824906,Rankinen T,East Asian,NA,Japan,
26824906,Rankinen T,European,NA,"Finland, Poland, Australia, Russian Federation, Germany, Spain",
26824906,Rankinen T,Sub-Saharan African,NR,"Kenya, Ethiopia",
26824906,NA,East Asian,NA,Japan,
26824906,NA,NR,NR,NA,
26818947,Imamura M,East Asian,NR,Japan,
26818947,Imamura M,East Asian,NR,NR,
26818947,Imamura M,NA,NR,NR,
26818947,Imamura M,South Asian,NR,NR,
26818947,Imamura M,Hispanic or Latin American,NR,NR,
26821981,Koga AT,European,NA,Canada,
26819262,NA,NR,NR,Australia,
26819262,Zhou Y,Hispanic or Latin American,NA,U.S.,
26819262,Zhou Y,NR,NR,Australia,
26819262,Zhou Y,Hispanic or Latin American,NR,U.S.,
26819262,Zhou Y,European,NR,NR,
26815016,Julia A,European,Spain,Spain,
26815016,Julia A,European,Spain,Spain,
26818729,NA,European,NR,NA,
26818729,Weinsheimer S,European,NR,"U.S., Italy, Netherlands, Germany, U.K.",NA
26811534,Wang X,European,NR,U.S.,
26811534,Wang X,European,NR,NA,
26811534,Wang X,Hispanic or Latin American,NA,NR,NA
26811534,Wang X,Other,NR,NR,
26811534,Wang X,NA,NR,NA,
26811534,Wang X,European,NR,NR,
26811534,Wang X,Hispanic or Latin American,NR,NR,
26811534,Wang X,Other,NR,NR,
27179730,Allen NB,European,NR,U.S.,
27179730,Allen NB,European,NR,U.S.,
27179730,Allen NB,European,NR,U.S.,
27179730,Allen NB,European,NR,U.S.,
26806518,Hou L,"European, East Asian",NR,NA,
26908625,Johansson A,African unspecified,NR,NR,
26908625,Johansson A,African unspecified,NR,NR,
26908625,Johansson A,Asian unspecified,NR,NR,
26908625,Johansson A,Asian unspecified,NR,NR,
26908625,Johansson A,European,NR,NA,
26908625,Johansson A,European,NR,NR,
26831199,Pattaro C,African unspecified,NA,NA,NA
26831199,Pattaro C,European,NR,NR,
26831199,Pattaro C,African unspecified,NR,NR,
26831199,Pattaro C,Asian unspecified,NR,NR,
26831199,Pattaro C,European,NR,NR,
26831199,Pattaro C,European,NR,NR,
26831199,Pattaro C,European,NR,NR,
26831199,Pattaro C,European,NR,NR,
26831199,Pattaro C,NA,NR,NR,
26831199,Pattaro C,European,NR,NR,
26831199,Pattaro C,European,NR,NR,
26831199,Pattaro C,European,NR,NA,
26805783,Schick UM,Hispanic or Latin American,NR,U.S.,
26805783,Schick UM,Hispanic or Latin American,NR,U.S.,
26831199,NA,European,NA,NR,
26831199,Pattaro C,European,NR,NR,
26785701,Wen W,East Asian,NR,"Republic of Korea, Singapore, China, Philippines, Japan",
26785701,Wen W,East Asian,NR,"China, Japan",
26785701,Wen W,NR,NR,NR,NA
26785701,NA,East Asian,NA,"Republic of Korea, Singapore, China, Philippines, Japan",
26785701,Wen W,East Asian,NR,"China, Japan",
26785701,Wen W,NR,NR,NR,
26785701,Wen W,East Asian,NR,"Republic of Korea, Singapore, China, Philippines, Japan",
26785701,Wen W,East Asian,NR,"China, Japan",
26785701,Wen W,NR,NR,NR,
26785701,NA,East Asian,NR,NA,
26785701,Wen W,East Asian,NR,"Republic of Korea, Singapore, China, Philippines, Japan",
26785701,Wen W,NA,NR,NR,
26780889,Below JE,Hispanic or Latin American,NR,"U.S., Mexico",
26780889,Below JE,Hispanic or Latin American,NR,U.S.,
26780889,Below JE,NA,NR,NR,
26780889,Below JE,Hispanic or Latin American,NR,U.S.,
26780889,Below JE,European,NR,NR,
26780889,Below JE,Hispanic or Latin American,NR,NA,NA
26780889,Below JE,European,NR,NR,
26780889,Below JE,Hispanic or Latin American,NR,NA,
26780889,Below JE,Hispanic or Latin American,NR,U.S.,
26780889,Below JE,Hispanic or Latin American,NR,NA,
26780889,Below JE,Hispanic or Latin American,NA,U.S.,
26780889,Below JE,European,NA,NR,
26776603,Honne K,East Asian,NR,Japan,
26766742,Garcia-Albeniz X,European,NR,"U.S., Australia, Canada, Germany, NR",
26763881,Kurano M,East Asian,NR,Japan,
26763881,Kurano M,East Asian,NR,NA,
26763881,Kurano M,East Asian,NR,Japan,NA
26763881,Kurano M,East Asian,NR,NR,
26763881,Kurano M,East Asian,NR,Japan,
26763881,Kurano M,East Asian,NR,NA,
26766742,Garcia-Albeniz X,European,NR,"U.S., Australia, Canada, Germany, NR",
26766742,Garcia-Albeniz X,European,NR,"U.S., Australia, Canada, Germany, NR",
26767831,NA,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Morocco,
26767831,NA,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Morocco,
26763881,Kurano M,East Asian,NR,Japan,
26763881,Kurano M,East Asian,NR,NR,
26763874,Ryu D,East Asian,NA,Republic of Korea,
26763874,Ryu D,East Asian,NR,Republic of Korea,NA
26754954,Otowa T,European,NA,"U.S., Australia, Netherlands, Germany, Switzerland",
26754954,Otowa T,European,NR,"U.S., Australia, Netherlands, Germany, Switzerland",
26599303,Cheung CL,East Asian,NR,China,
26599303,Cheung CL,East Asian,NA,China,
26752167,Taylor JY,African American or Afro-Caribbean,NR,U.S.,
26752167,Taylor JY,NA,NR,U.S.,
26752167,Taylor JY,African American or Afro-Caribbean,NR,U.S.,
26752167,Taylor JY,African American or Afro-Caribbean,NR,NA,
26752265,Bailey JN,European,NR,U.S.,
26752265,Bailey JN,European,NR,U.S.,
26752265,Bailey JN,European,NR,Australia,
26752265,Bailey JN,European,NR,NA,
26752265,Bailey JN,NA,NR,"Australia, Germany, U.K.",
26752265,Bailey JN,East Asian,NR,NA,
26746183,Watanabe H,East Asian,NR,Japan,NA
26746183,Watanabe H,East Asian,NR,Japan,
26741287,NA,African unspecified,NR,Senegal,
26741287,Milet J,African unspecified,NR,Senegal,
26741287,NA,African unspecified,NR,NA,
26741287,NA,African unspecified,NR,Senegal,
26741287,Milet J,African unspecified,NR,Senegal,
26733130,Styrkarsdottir U,European,NR,Iceland,
26733130,Styrkarsdottir U,"European, East Asian",NR,NR,
26733130,NA,NA,NA,Iceland,
